Airport name,Year,January,February,March,April,May,June,July,August,September,October,November,December,Whole year,Airport coordinates
Kurilsk (Clear),2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('145.681308'), Decimal('43.959284'))"
Kursk (Eastern),2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('36.282442'), Decimal('51.749429'))"
red,2010,0.64,0.64,0.95,0.59,1.19,1.57,2.45,1.69,0.62,0.21,0.32,2.14,13.01,"(Decimal('94.40495'), Decimal('51.676108'))"
Labozhskoe,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('52.092791'), Decimal('67.329986'))"
Zabaykalsk,2010,21.3,24.8,30,56.6,78.9,70.1,47.5,64.3,42.4,50,63.6,39.9,589.4,"(Decimal('114.831553'), Decimal('60.722585'))"
Лешуконское,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('45.739403'), Decimal('64.893683'))"
Lipetsk,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('39.524561'), Decimal('52.698037'))"
Magadan (Magadan-13),2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('150.918648'), Decimal('59.623593'))"
Magadan (Falcon),2010,262,337,372,390,415,448,485,474,537,511,360,400,4991,"(Decimal('150.73116'), Decimal('59.914272'))"
Magnitogorsk,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('58.761516'), Decimal('53.391002'))"
Maikop,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Mom,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('112.894758'), Decimal('58.314348'))"
Manila,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('165.340345'), Decimal('62.48391'))"
brand,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('170.415063'), Decimal('64.668558'))"
Makhachkala (Uytash),2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.655707'), Decimal('42.820909'))"
Mezhdurechensk,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Mezen,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.214755'), Decimal('65.873771'))"
Milkovo,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('158.568826'), Decimal('54.681956'))"
Mineral water,2010,128,105,105,108,123,115,150,160,177,178,160,186,1695,"(Decimal('43.087648'), Decimal('44.217799'))"
Peaceful,2010,701.6,756.4,899.8,1363.3,1576.8,1391,897.4,795.8,1637.8,2071.6,1605.6,1883.2,15580.3,"(Decimal('114.022431'), Decimal('62.531382'))"
Moscow (Bykovo),2010,33,0.72,110,113.7,65.2,41.4,58.06,3.23,0.52,0.26,0,0,426.09,Not found
Moscow (Vnukovo),2010,1874.24,2339.27,2816.13,3125.82,3780.91,3005.56,3177.19,2994,3705.41,3406.94,3653.14,3869.24,37747.85,"(Decimal('37.295014'), Decimal('55.608562'))"
Moscow (Domodedovo),2010,7345.6,9131.25,11290.43,11103.62,10911.38,11028.71,11216.16,12297.94,13260.9,14626.1,14207.52,14477.08,140896.69,"(Decimal('37.767995'), Decimal('55.437168'))"
Moscow (Ostafyevo),2010,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Moscow (Sheremetyevo),2010,9871.2,12349,14919,15065.7,16683,14677.8,15185.2,15742.8,17804.1,24108.8,25293.5,23507.5,205207.6,"(Decimal('37.405974'), Decimal('55.962962'))"
Мотыгино,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('94.738926'), Decimal('58.181907'))"
Murmansk,2010,62.1,77.5,164.6,143.1,94.4,84.1,87.8,84.2,103.9,103,92.2,121,1217.9,"(Decimal('32.758163'), Decimal('68.784743'))"
Cape Schmidt,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('-179.380105'), Decimal('68.864431'))"
Cape-Stone,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Nadym,2010,47.41,59.08,72.73,61.81,80.41,52.28,49.32,52.21,62.56,69.81,76.25,68.65,752.52,"(Decimal('72.69258'), Decimal('65.479934'))"
Nazran (Magas / Sleptsovskaya),2010,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Nalchik,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('43.635863'), Decimal('43.508409'))"
Naryan-Mar,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('53.086319'), Decimal('67.633534'))"
Nelkan,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('136.162463'), Decimal('57.648494'))"
Nerungri (Chulman),2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('124.899763'), Decimal('56.905386'))"
Nes,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.666347'), Decimal('66.596872'))"
Nižneangarsk,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('109.599145'), Decimal('55.801344'))"
Nizhnevartovsk,2010,123.5,206.7,217.8,424.8,658.5,641.7,628.7,666.3,612.4,551.8,589.4,663.3,5984.9,"(Decimal('76.494691'), Decimal('60.951112'))"
Kazan (Begiševo),2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('52.101325'), Decimal('55.564404'))"
Nizhneudinsk,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('99.063101'), Decimal('54.896019'))"
Nizhny Novgorod (Strigino),2010,40.33,70.39,45.26,65.4,67.69,61.08,59.97,72.77,60.63,70.33,60.64,89.81,764.3,"(Decimal('43.791127'), Decimal('56.219628'))"
lower Pesha,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.722119'), Decimal('66.739662'))"
Nikolaevsk-on-Amur,2010,8.58,98.65,165.83,107.01,55.34,52.35,38.03,57.56,51.46,96.37,30.92,121.33,883.43,"(Decimal('140.663597'), Decimal('53.149961'))"
Nikolskoye,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('166.043519'), Decimal('55.177036'))"
Novokuznetsk,2010,48,85,96,85,74,100,113,96,89,152,87,152,1177,"(Decimal('86.864303'), Decimal('53.805377'))"
Novosibirsk (North),2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('82.667491'), Decimal('55.009425'))"
Novosibirsk (Tolmachyovo),2010,929.6,1255.5,1411.3,1475.5,1646.2,1544.5,1523.8,1673.5,1680.7,1736.59,1618.8,1763.2,18259.19,"(Decimal('82.667491'), Decimal('55.009425'))"
New Urengoy,2010,88.3,140.8,189.2,148.2,169.1,180.9,192.3,194.5,220.5,253.9,188.1,252.5,2218.3,"(Decimal('76.522422'), Decimal('66.072965'))"
Nogliki,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('143.140926'), Decimal('51.788476'))"
Norilsk,2010,763.06,1546.11,1484.08,1709.51,1889.62,1335.67,1134.69,1146.34,1335.7,1444.71,1475.37,1812.06,17076.92,"(Decimal('87.342342'), Decimal('69.325039'))"
Norilьsk (But),2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('87.342342'), Decimal('69.325039'))"
Noyabrsk,2010,41.1,48.5,60.9,65.5,60,67.2,57.5,78.8,61.9,64.3,53.9,66.7,726.3,"(Decimal('75.274455'), Decimal('63.181841'))"
Нюрба,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('118.364259'), Decimal('63.298313'))"
Nyagan,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('65.605995'), Decimal('62.101946'))"
Luengo,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('156.534636'), Decimal('51.501392'))"
Olekminsk,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('120.464672'), Decimal('60.397143'))"
SUV,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('112.47608'), Decimal('68.514229'))"
ohm,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('46.507902'), Decimal('66.65247'))"
Omolon,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('160.545443'), Decimal('65.236944'))"
Omsk (central),2010,147,183,217,228,210,313,250,250,268,252,227,277,2822,"(Decimal('73.007305'), Decimal('55.085528'))"
Omsukçan,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('155.740193'), Decimal('62.459104'))"
Eagle (South),2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('36.01938'), Decimal('52.932788'))"
Orenburg (central),2010,50.69,58.49,60.85,71.8,55.41,63.22,56.81,71.25,71.75,73.08,65.76,95.39,794.5,"(Decimal('55.457063'), Decimal('51.79139'))"
Orsk,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('58.593863'), Decimal('51.076909'))"
Ossora,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('163.064409'), Decimal('59.232256'))"
Okha,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('142.890431'), Decimal('53.517945'))"
Okhotsk,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('143.065575'), Decimal('59.413192'))"
Palana,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('159.892476'), Decimal('59.0835'))"
Pahachi,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('169.120483'), Decimal('60.555631'))"
Pevek,2010,29,128,123,88,62,156,87,86,86,42,76,132,1095,"(Decimal('170.602999'), Decimal('69.788315'))"
Penza,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('45.023041'), Decimal('53.118367'))"
Perm (Bakharevka),2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('56.010461'), Decimal('57.91612'))"
Perm (Bolshoye Savino),2010,84.95,185.54,158.52,178.56,150.51,202.95,167.79,221.91,246.66,251.93,288.63,245.61,2383.56,"(Decimal('56.010461'), Decimal('57.91612'))"
Gerbil (Kolguev Island),2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('50.249107'), Decimal('69.186265'))"
Petrozavodsk (Besovets),2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('34.156265'), Decimal('61.877798'))"
Petrozavodsk (Sands),2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('34.156265'), Decimal('61.877798'))"
Petropavlovsk (Yelizovo),2010,424.24,734.41,1202.24,842.72,571.81,1088.2,1229.08,1640.07,1363.59,1192.8,1060.65,1138.06,12487.87,"(Decimal('158.425285'), Decimal('53.169328'))"
Pechora,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('57.142913'), Decimal('65.116912'))"
pioneer,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('76.278861'), Decimal('59.152775'))"
Plast,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('136.289996'), Decimal('44.815586'))"
Podkamyennaya Tunguska,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('90.009799'), Decimal('61.599826'))"
Pauline Osipenko,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('136.473657'), Decimal('52.43876'))"
Polar,2010,142.8,75.3,92.7,119.7,162.4,109.6,140.7,166.7,87,42.9,153.3,157.4,1450.5,"(Decimal('112.038215'), Decimal('66.400137'))"
Providence (Providence Harbor),2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('-173.230419'), Decimal('64.38401'))"
Pskov (crosses),2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('28.392072'), Decimal('57.797486'))"
Rogachevo (Amderma-2),2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('52.477414'), Decimal('71.609701'))"
Rostov-on-Don,2010,189,287,394,351.1,396.3,509.7,397.1,412.7,414.7,424.2,421.8,431.4,4629,"(Decimal('39.929081'), Decimal('47.488342'))"
Rostov-on-Don (fee),2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('39.929081'), Decimal('47.488342'))"
Sabetta,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('72.046997'), Decimal('71.219177'))"
Sakkırır,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('130.399707'), Decimal('67.792415'))"
Salekhard,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('66.586569'), Decimal('66.59012'))"
Samara (Kurumoch),2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('50.157667'), Decimal('53.512259'))"
Samara (Smyshlyaevka),2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('50.157667'), Decimal('53.512259'))"
Sangar,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('127.4196'), Decimal('63.958127'))"
Saint Petersburg (Pulkovo),2010,1282,1523,1550,1551,1837,1843,1781,2075,2155,2063,1832,2318,21810,"(Decimal('30.273027'), Decimal('59.79977'))"
Saransk,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('45.217131'), Decimal('54.137932'))"
Saratov (central),2010,40.3,34.1,51.5,42.8,51.5,56.1,46,47.1,57.9,52.7,54.5,59.8,594.3,"(Decimal('106.644236'), Decimal('47.454355'))"
Saskılah,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('114.084658'), Decimal('71.92841'))"
Svetlogorsk,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('88.410025'), Decimal('66.842607'))"
North-Yenisei,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('93.016353'), Decimal('60.373043'))"
North Even,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('159.230687'), Decimal('61.919039'))"
Seymçan,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('152.413453'), Decimal('62.923512'))"
Simferopol,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('33.980968'), Decimal('45.036235'))"
sheaf,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.019969'), Decimal('66.739116'))"
Sobolevo,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('155.966326'), Decimal('54.305068'))"
Sovetskaya Gavan,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('140.052545'), Decimal('48.933734'))"
Soviet,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('63.600884'), Decimal('61.331802'))"
Solovki,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('35.723241'), Decimal('65.029939'))"
Sochi,2010,143,204,222,218,209,220,223,192,221,220,146,186,2404,"(Decimal('39.941316'), Decimal('43.44837'))"
Среднеколымск,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('153.718705'), Decimal('67.46549'))"
Stavropol (Shpakovskoye),2010,49,61,69,72,72,75,0,77,76,75,66,92,784,"(Decimal('42.105169'), Decimal('45.112737'))"
Stary Oskol,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('37.76778'), Decimal('51.32412'))"
Strezhevoy,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('77.64952'), Decimal('60.717274'))"
Samsearn,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('117.640738'), Decimal('62.183775'))"
Surgut,2010,240.9,304.9,322.1,338.1,364.5,346.1,336.1,413.5,333.3,342.3,308.5,408.9,4059.2,"(Decimal('73.40807'), Decimal('61.340204'))"
Syktyvkar,2010,31.88,45.22,54.04,52.8,53.87,54.71,56.1,58.87,87.04,56.71,71.77,77.74,700.75,"(Decimal('50.851293'), Decimal('61.663805'))"
Taganrog (Southern),2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('38.880433'), Decimal('47.197978'))"
Taz,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('78.647108'), Decimal('67.484725'))"
Таксимо,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('114.922175'), Decimal('56.360153'))"
Talakan,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('111.038938'), Decimal('59.867032'))"
Tambov,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('41.491404'), Decimal('52.803629'))"
Container,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('74.288446'), Decimal('56.904246'))"
Tarko-Sale,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('77.789172'), Decimal('64.922685'))"
Shalym,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('87.826031'), Decimal('52.766419'))"
Tigil,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('158.713895'), Decimal('57.776817'))"
Tiksi,2010,1.5,7.4,52.9,11,28.4,20.2,18.7,19.2,16.5,26.1,11.4,175,388.3,"(Decimal('128.888094'), Decimal('71.698596'))"
Tilichiki,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('166.026819'), Decimal('60.382823'))"
Tobolsk,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Tolka,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('82.049414'), Decimal('63.989903'))"
Tomsk (Bogashevo),2010,83,110,124,122,123,114,127,129,147,162,153,180,1574,"(Decimal('85.209517'), Decimal('56.388412'))"
Troitsky-Pechora,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Tugur,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('136.832992'), Decimal('53.775856'))"
Travel (Mountain),2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('100.430957'), Decimal('64.329908'))"
Turukhansk,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('87.929463'), Decimal('65.795497'))"
Ust-Tsilma,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('124.760632'), Decimal('55.282031'))"
Tyumen (Plekhanovo),2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('65.395861'), Decimal('57.168009'))"
Tyumen (Roschino),2010,247.7,345.3,380.4,346.2,359.9,381.8,405.9,415.6,404.4,392.8,408.2,543.5,4631.7,"(Decimal('65.348628'), Decimal('57.181514'))"
Uda,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Ulan Ude (Mukhino),2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('107.443646'), Decimal('51.804919'))"
Ulyanovsk (Barataevka),2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('48.798606'), Decimal('54.41412'))"
Ulyanovsk (East),2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('48.798606'), Decimal('54.41412'))"
Nyagan,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('64.82368'), Decimal('60.117041'))"
Flora,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('134.439745'), Decimal('57.726967'))"
Urengoy,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('78.433372'), Decimal('65.963601'))"
Usinsk,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('57.376287'), Decimal('66.00273'))"
Ust-Kamchatsk,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('162.695013'), Decimal('56.237582'))"
Ust-Kara,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('64.954205'), Decimal('69.254814'))"
Ust-Kuyga,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('135.627498'), Decimal('70.006067'))"
Ust-Kut,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('105.716276'), Decimal('56.857224'))"
Ust-Maya,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('134.452645'), Decimal('60.364288'))"
Ust-Nera,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('143.118711'), Decimal('64.549707'))"
Ust-Khairyuzovo,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('156.738087'), Decimal('57.094231'))"
Ust-Tsilma,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('52.18592'), Decimal('65.432179'))"
Ufa,2010,156.08,198.94,277.58,270.81,280.65,265,261.13,245.34,268.37,248.92,291.89,375.44,3140.15,"(Decimal('55.883529'), Decimal('54.566329'))"
Ukhta,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('53.804729'), Decimal('63.555549'))"
Khabarovsk (MVL),2010,9.61,6.24,8.33,10.1,10.94,13.23,11.49,13.79,15.06,18.53,14.47,15.36,147.15,"(Decimal('135.171082'), Decimal('48.525706'))"
Khabarovsk (New),2010,1002.97,1422.38,1774.4,1846.59,2267.63,1891.84,1712.64,2048.67,2446.3,2797.05,2431.88,1941.81,23584.16,"(Decimal('135.171082'), Decimal('48.525706'))"
royal,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('136.849746'), Decimal('62.786965'))"
Khanty-Mansiysk,2010,30.22,43.4,81.66,53.38,47.9,44.91,50.59,55.68,55.68,62.25,54.34,69.18,649.19,"(Decimal('69.095798'), Decimal('61.026144'))"
Harwell,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('59.555959'), Decimal('66.84556'))"
Khatanga,2010,56.34,122.02,76.45,147.99,115.58,149.31,249.22,139.93,222.22,174.72,171.97,331.81,1957.56,"(Decimal('102.473016'), Decimal('71.978434'))"
Herpuchi,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('138.824395'), Decimal('52.976379'))"
Honuu (Girl),2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('143.251985'), Decimal('66.451866'))"
Khorey Vere,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('58.04802'), Decimal('67.416494'))"
remedy,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('118.27157'), Decimal('56.912812'))"
Cheboksary,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.320195'), Decimal('56.082722'))"
Chyegdomyn,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Chelyabinsk (Balandino),2010,116.1,169.21,191.78,203.17,170.6,192,199.66,207.5,230.46,222.36,191.88,294.1,2388.82,"(Decimal('61.509282'), Decimal('55.298164'))"
Cherepovets,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('38.02088'), Decimal('59.281551'))"
Cherskiy,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('161.32298'), Decimal('68.747259'))"
Chizha,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.366705'), Decimal('67.084013'))"
Reads (tub),2010,67.87,100.96,115.92,105.48,110.22,100.7,105.52,138.04,129.94,136.79,133.28,153.51,1398.23,"(Decimal('113.306492'), Decimal('52.020464'))"
Çokurdah,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('147.90427'), Decimal('70.623269'))"
Çumikan,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('135.28347'), Decimal('54.69673'))"
Şarıpovo,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('89.169766'), Decimal('55.458343'))"
Shakhtars'k,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('142.076602'), Decimal('49.189684'))"
Şoyna,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.156661'), Decimal('67.872927'))"
Shushenskoe,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('92.048274'), Decimal('53.388274'))"
Egvekinot (Bay Cross),2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('-179.089626'), Decimal('65.885249'))"
Ekimçan,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('132.950411'), Decimal('53.074423'))"
Elista,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.330575'), Decimal('46.369401'))"
ESSO,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('158.709467'), Decimal('55.93715'))"
South kurilsk (Mendeleevo),2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('145.681308'), Decimal('43.959284'))"
Yuzhno-(Khomutovo),2010,754.2,962,895.5,847.4,882.4,1072.3,1172.7,1288.6,1413.3,1276.4,1450.5,1308.3,13323.6,"(Decimal('142.723677'), Decimal('46.886967'))"
Yakutsk,2010,613.74,689.34,980,1082.4,966.9,1202.8,968.6,939.15,1060.99,1250.42,1470.9,1649.85,12875.09,"(Decimal('129.750225'), Decimal('62.086594'))"
Yakutsk (Magan),2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('-6.226888'), Decimal('8.607871'))"
Yamburg,2010,2.91,4.82,4.73,1.57,9.31,3.17,3.68,4.3,4.1,5.94,3.36,6.99,54.88,"(Decimal('75.097783'), Decimal('67.980026'))"
Yaroslavl (Tunoshna),2010,705.4,1112.8,1528.8,740,420.2,330.1,289.2,422.2,631.3,728.1,885.9,1209.5,9003.5,"(Decimal('40.170054'), Decimal('57.56231'))"
Yartsevo,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('90.203907'), Decimal('60.252931'))"
Abakan,2009,40.1,36.9,50.3,47,58.2,77.6,83.9,404.7,65.1,68.2,182.2,362.5,1476.7,"(Decimal('91.399735'), Decimal('53.751351'))"
Aikhal,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('111.543324'), Decimal('65.957161'))"
Loss,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('125.398355'), Decimal('58.602489'))"
Amderma,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('61.577429'), Decimal('69.759076'))"
Anadyr,2009,155,142,201,192,157,155,98,153,276,107,178,164,1978,"(Decimal('177.738273'), Decimal('64.713433'))"
Anapa (Vitjazevo),2009,16.48,20.31,21.43,21.37,24.53,50.27,67.72,53.17,53.93,40.22,28.43,36.03,433.89,"(Decimal('37.341511'), Decimal('45.003748'))"
Antypayuta,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Apatite (Khibiny),2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('33.581999'), Decimal('67.459641'))"
Arkhangelsk (Vaskovo),2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('40.706789'), Decimal('64.592645'))"
Arkhangelsk (Talagy),2009,253.1,191.1,369,221.2,256.2,281.6,205.8,178.7,215.5,213.6,322.4,535.7,3243.9,"(Decimal('40.714892'), Decimal('64.596138'))"
Astrakhan (Narimanovo),2009,18.98,20.25,31.87,32.7,30,27.28,33.85,54.26,42.07,43.09,48.37,88.83,471.55,"(Decimal('47.999896'), Decimal('46.287344'))"
Achinsk,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('90.566467'), Decimal('56.271301'))"
Trip,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('138.042241'), Decimal('56.431311'))"
Auctions,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('113.479076'), Decimal('54.369366'))"
Baykit,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('96.366763'), Decimal('61.681612'))"
Barnaul (Titov Name),2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('83.547723'), Decimal('53.361377'))"
In Salah,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('130.399707'), Decimal('67.792415'))"
