Release Date,Season,Episode,Episode Title,Name,Sentence
2017-08-06,Season 7,Episode 4,The Spoils Of War,arya stark,So did I.
2017-08-06,Season 7,Episode 4,The Spoils Of War,sansa stark,Why would you go back there?
2017-08-06,Season 7,Episode 4,The Spoils Of War,bran stark,Cersei is on her list of names.
2017-08-06,Season 7,Episode 4,The Spoils Of War,arya stark,stares at BRAN. ARYA turns to look at SANSA.
2017-08-06,Season 7,Episode 4,The Spoils Of War,sansa stark,Who else is on your list?
2017-08-06,Season 7,Episode 4,The Spoils Of War,arya stark,Most of them are dead already.
2017-08-06,Season 7,Episode 4,The Spoils Of War,bran stark,produces the Valyrian dagger that BAELISH gave him and unsheathes it.
2017-08-06,Season 7,Episode 4,The Spoils Of War,arya stark,Where did you get this?
2017-08-06,Season 7,Episode 4,The Spoils Of War,bran stark,Littlefinger gave it to me.
2017-08-06,Season 7,Episode 4,The Spoils Of War,arya stark,"Littlefinger, he's here?"
2017-08-06,Season 7,Episode 4,The Spoils Of War,arya stark,turns to look at SANSA.
2017-08-06,Season 7,Episode 4,The Spoils Of War,sansa stark,He's declared for House Stark.
2017-08-06,Season 7,Episode 4,The Spoils Of War,sansa stark,steps up closer to BRAN and speaks to him.
2017-08-06,Season 7,Episode 4,The Spoils Of War,sansa stark,Why would he give you a dagger?
2017-08-06,Season 7,Episode 4,The Spoils Of War,bran stark,He thought I'd want it.
2017-08-06,Season 7,Episode 4,The Spoils Of War,sansa stark,Why?
2017-08-06,Season 7,Episode 4,The Spoils Of War,bran stark,Because it was meant to kill me.
2017-08-06,Season 7,Episode 4,The Spoils Of War,sansa stark,The cutthroat after your fall?
2017-08-06,Season 7,Episode 4,The Spoils Of War,arya stark,Why would a cutthroat have a Valyrian steel dagger?
2017-08-06,Season 7,Episode 4,The Spoils Of War,bran stark,Someone very wealthy wanted me dead.
2017-08-06,Season 7,Episode 4,The Spoils Of War,sansa stark,He's not a generous man. He wouldn't give you anything unless he thought he was getting something back.
2017-08-06,Season 7,Episode 4,The Spoils Of War,bran stark,It doesn't matter.
2017-08-06,Season 7,Episode 4,The Spoils Of War,sansa stark,What do you mean it doesn't matter?
2017-08-06,Season 7,Episode 4,The Spoils Of War,bran stark,I don't want it.
2017-08-06,Season 7,Episode 4,The Spoils Of War,bran stark,holds the knife out to ARYA. ARYA looks at BRAN.
2017-08-06,Season 7,Episode 4,The Spoils Of War,arya stark,Are you sure? It's Valyrian steel.
2017-08-06,Season 7,Episode 4,The Spoils Of War,bran stark,It's wasted on a cripple.
2017-08-06,Season 7,Episode 4,The Spoils Of War,arya stark,looks down at the dagger. She steps forward and takes it from BRAN.
2017-08-06,Season 7,Episode 4,The Spoils Of War,arya stark,is pushing BRAN in his wheelchair and SANSA is next to them. The Stark children are walking back through the gate of Winterfell. Men are milling around doing various jobs. BRIENNE and PODRICK see the Stark children all back at Winterfell together.
2017-08-06,Season 7,Episode 4,The Spoils Of War,podrick,Catelyn Stark would be proud. You kept your vow.
2017-08-06,Season 7,Episode 4,The Spoils Of War,brienne,I did next to nothing.
2017-08-06,Season 7,Episode 4,The Spoils Of War,podrick,"You're too hard on yourself, My Lady."
2017-08-06,Season 7,Episode 4,The Spoils Of War,brienne,I'm not a --
2017-08-06,Season 7,Episode 4,The Spoils Of War,brienne,pauses for a moment.
2017-08-06,Season 7,Episode 4,The Spoils Of War,brienne,"Thank you, Podrick."
2017-08-06,Season 7,Episode 4,The Spoils Of War,daenerys targaryen,and MISSANDEI are walking along a path outside of Dragonstone followed by members of the Queensguard.
2017-08-06,Season 7,Episode 4,The Spoils Of War,missandei,"Your Grace, there's still no word from the Unsullied."
2017-08-06,Season 7,Episode 4,The Spoils Of War,daenerys targaryen,Soon. They will come back to me.
2017-08-06,Season 7,Episode 4,The Spoils Of War,missandei,He better.
2017-08-06,Season 7,Episode 4,The Spoils Of War,daenerys targaryen,stops and turns to look at MISSANDEI. She then continues walking.
2017-08-06,Season 7,Episode 4,The Spoils Of War,daenerys targaryen,What happened?
2017-08-06,Season 7,Episode 4,The Spoils Of War,missandei,begins smirking.
2017-08-06,Season 7,Episode 4,The Spoils Of War,missandei,Many things.
2017-08-06,Season 7,Episode 4,The Spoils Of War,daenerys targaryen,Many things?
2017-08-06,Season 7,Episode 4,The Spoils Of War,jon snow,Your Grace.
2017-08-06,Season 7,Episode 4,The Spoils Of War,daenerys targaryen,looks at MISSANDEI then her Queensguard. She speaks in Valyrian and motions to her guard to stand down.
2017-08-06,Season 7,Episode 4,The Spoils Of War,daenerys targaryen,It's all right.
2017-08-06,Season 7,Episode 4,The Spoils Of War,daenerys targaryen,descends the stairs with MISSANDEI and they begin walking with JON. They walk along the beach until they reach a cave. DAVOS is waiting for them with a lit torch.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jon snow,I wanted you to see it before we start hacking it to bits.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jon snow,leads DAENERYS and MISSANDEI into the cave. He lights a brazier and illuminates the Dragonglass along the walls. He continues walking deeper into the cave.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jon snow,"So this is it, all we'll ever need."
2017-08-06,Season 7,Episode 4,The Spoils Of War,daenerys targaryen,is looking up at the walls of Dragonglass.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jon snow,"There is something else I want to show your, Your Grace."
2017-08-06,Season 7,Episode 4,The Spoils Of War,jon snow,and DAENERYS go to a further chamber in the cave. There are murals painted on the walls of Dragonglass.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jon snow,The Children of the Forest made these.
2017-08-06,Season 7,Episode 4,The Spoils Of War,daenerys targaryen,When?
2017-08-06,Season 7,Episode 4,The Spoils Of War,jon snow,A very long time ago.
2017-08-06,Season 7,Episode 4,The Spoils Of War,daenerys targaryen,They were right here standing where we're standing before there were Targaryens or Starks or Lannisters. Maybe even before there were men.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jon snow,No.
2017-08-06,Season 7,Episode 4,The Spoils Of War,daenerys targaryen,stops looking at the walls and turns to look at JON. JON walks to another wall and begins to examine the murals. The murals depict Children of the Forest and the First Men standing together.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jon snow,They were here together the Children and the First Men.
2017-08-06,Season 7,Episode 4,The Spoils Of War,daenerys targaryen,Doing what? Fighting each other?
2017-08-06,Season 7,Episode 4,The Spoils Of War,jon snow,takes DAENERYS by the arm and swings her torch to another part of the wall. There is a mural of the Night King and White Walkers.
2017-08-06,Season 7,Episode 4,The Spoils Of War,daenerys targaryen,"They fought together against their common enemy. Despite their differences, despite their suspicions, together. We need to do the same if we're going to survive."
2017-08-06,Season 7,Episode 4,The Spoils Of War,jon snow,and DAENERYS look back at the wall with the Night King.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jon snow,Because the enemy is real. It's always been real.
2017-08-06,Season 7,Episode 4,The Spoils Of War,daenerys targaryen,turns to look at JON.
2017-08-06,Season 7,Episode 4,The Spoils Of War,daenerys targaryen,And you say you can't defeat them without my armies and my dragons?
2017-08-06,Season 7,Episode 4,The Spoils Of War,jon snow,"No, I don't think I can."
2017-08-06,Season 7,Episode 4,The Spoils Of War,daenerys targaryen,steps forward closer to JON.
2017-08-06,Season 7,Episode 4,The Spoils Of War,daenerys targaryen,I will fight for you. I will fight for the north...when you bend the knee.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jon snow,"My people won't accept a southern ruler, not after everything they've suffered."
2017-08-06,Season 7,Episode 4,The Spoils Of War,daenerys targaryen,steps even closer to JON until they're face to face.
2017-08-06,Season 7,Episode 4,The Spoils Of War,daenerys targaryen,They will if their king does. They chose you to lead them. They chose you to protect them. Isn't their survival more important than your pride?
2017-08-06,Season 7,Episode 4,The Spoils Of War,jon snow,"and DAENERYS, DAVOS and MISSANDEI are walking out of the cave. As they exit TYRION and VARYS are standing on the beach awaiting them. DAENERYS begins addressing Tyrion."
2017-08-06,Season 7,Episode 4,The Spoils Of War,daenerys targaryen,What is it?
2017-08-06,Season 7,Episode 4,The Spoils Of War,tyrion lannister,We took Casterly Rock.
2017-08-06,Season 7,Episode 4,The Spoils Of War,daenerys targaryen,That's very good to hear.
2017-08-06,Season 7,Episode 4,The Spoils Of War,tyrion lannister,and VARYS look at each other. They aren't eager to deliver the bad news.
2017-08-06,Season 7,Episode 4,The Spoils Of War,daenerys targaryen,Isn't it?
2017-08-06,Season 7,Episode 4,The Spoils Of War,davos,You'll want to discuss this amongst yourselves. Perhaps --
2017-08-06,Season 7,Episode 4,The Spoils Of War,daenerys targaryen,You will stay. All my allies are gone. They've been taken from me while I've been sitting here on this island.
2017-08-06,Season 7,Episode 4,The Spoils Of War,tyrion lannister,We still have the largest army.
2017-08-06,Season 7,Episode 4,The Spoils Of War,daenerys targaryen,Who won't be able to eat because Cersei has taken all the food from the Reach.
2017-08-06,Season 7,Episode 4,The Spoils Of War,tyrion lannister,Call Grey Worm and the Unsullied back. We still have enough ships to carry the Dothraki to the mainland. Commit to the blockade of King's Landing. We have a plan. It's still the right plan.
2017-08-06,Season 7,Episode 4,The Spoils Of War,daenerys targaryen,"stops walking, turns and speaks harshly to Tyrion."
2017-08-06,Season 7,Episode 4,The Spoils Of War,daenerys targaryen,"The right plan? Your strategy has lost us Dorne, the Iron Islands and the Reach."
2017-08-06,Season 7,Episode 4,The Spoils Of War,tyrion lannister,If I've underestimated our enemies --
2017-08-06,Season 7,Episode 4,The Spoils Of War,daenerys targaryen,"Our enemies? Your family, you mean. Perhaps you don't want to hurt them after all."
2017-08-06,Season 7,Episode 4,The Spoils Of War,daenerys targaryen,begins looking out to the ocean. Three dragons are flying in the sky over the water.
2017-08-06,Season 7,Episode 4,The Spoils Of War,daenerys targaryen,Enough with the clever plans.
2017-08-06,Season 7,Episode 4,The Spoils Of War,daenerys targaryen,turns back and looks at TYRION.
2017-08-06,Season 7,Episode 4,The Spoils Of War,daenerys targaryen,I have three large dragons. I'm going to fly them to the Red Keep.
2017-08-06,Season 7,Episode 4,The Spoils Of War,tyrion lannister,We've discussed this.
2017-08-06,Season 7,Episode 4,The Spoils Of War,daenerys targaryen,My enemies are in the Red Keep. What kind of a queen am I if I'm not willing to risk my life to fight them?
2017-08-06,Season 7,Episode 4,The Spoils Of War,tyrion lannister,A smart one.
2017-08-06,Season 7,Episode 4,The Spoils Of War,daenerys targaryen,looks over to JON SNOW.
2017-08-06,Season 7,Episode 4,The Spoils Of War,daenerys targaryen,What do you think I should do?
2017-08-06,Season 7,Episode 4,The Spoils Of War,jon snow,I would never presume to --
2017-08-06,Season 7,Episode 4,The Spoils Of War,daenerys targaryen,I'm at war. I'm losing.
2017-08-06,Season 7,Episode 4,The Spoils Of War,daenerys targaryen,begins walking close to JON.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jon snow,looks over the ocean at the dragons flying.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jon snow,I never thought that dragons would exist again. No one did. The people who follow you know that you made something impossible happen. Maybe that helps them believe that you can make other impossible things happen. Build a world that's different from the shit one they've always known.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jon snow,glances back towards the dragons.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jon snow,"But if you use them to melt castles and burn cities, you're not different. You're just more of the same."
2017-08-06,Season 7,Episode 4,The Spoils Of War,daenerys targaryen,looks back out to her dragons flying along the water.
2017-08-06,Season 7,Episode 4,The Spoils Of War,brienne,and PODRICK are sparring. BRIENNE kicks PODS foot out from under him and he lands face first in the dirt.
2017-08-06,Season 7,Episode 4,The Spoils Of War,brienne,Don't lunge.
2017-08-06,Season 7,Episode 4,The Spoils Of War,podrick,pushes himself back up and picks up his sword. PODRICK attacks again. Brienne blocks his blows and kicks his foot out again.
2017-08-06,Season 7,Episode 4,The Spoils Of War,brienne,Don't go where your enemy leads you.
2017-08-06,Season 7,Episode 4,The Spoils Of War,arya stark,is watching the sparring session from across the courtyard. She begins to approach Brienne.
2017-08-06,Season 7,Episode 4,The Spoils Of War,brienne,Up.
2017-08-06,Season 7,Episode 4,The Spoils Of War,brienne,begins striking at PODRICK while he blocks her blows. BRIENNE hits PODRICK in the stomach with the hilt of her sword and PODRICK lands on the ground.
2017-08-06,Season 7,Episode 4,The Spoils Of War,brienne,And don't --
2017-08-06,Season 7,Episode 4,The Spoils Of War,arya stark,Don't fight someone like her in the first place.
2017-08-06,Season 7,Episode 4,The Spoils Of War,podrick,stands up and retrieves his sword. ARYA walks closer to speak to BRIENNE.
2017-08-06,Season 7,Episode 4,The Spoils Of War,brienne,Nice sword. Very nice dagger.
2017-08-06,Season 7,Episode 4,The Spoils Of War,arya stark,looks down at the Valyrian dagger and unsheathes it. She approaches BRIENNE flipping the knife several times in her fingers. BRIENNE takes the dagger and examines it.
2017-08-06,Season 7,Episode 4,The Spoils Of War,sansa stark,and BAELISH are walking along the upper section of the courtyard having a conversation.
2017-08-06,Season 7,Episode 4,The Spoils Of War,sansa stark,If they haven't contributed the right amount of grain to the stores then I'm afraid they'll have to make due with --
2017-08-06,Season 7,Episode 4,The Spoils Of War,sansa stark,sees ARYA in the courtyard speaking with BRIENNE and stops to watch her.
2017-08-06,Season 7,Episode 4,The Spoils Of War,arya stark,It's been awhile since I've trained.
2017-08-06,Season 7,Episode 4,The Spoils Of War,brienne,"I can go and find the Master of Arms for you, My Lady."
2017-08-06,Season 7,Episode 4,The Spoils Of War,arya stark,He didn't beat the hound. You did. I want to train with you.
2017-08-06,Season 7,Episode 4,The Spoils Of War,brienne,chuckles.
2017-08-06,Season 7,Episode 4,The Spoils Of War,arya stark,"You swore to serve both of my mother's daughters, didn't you?"
2017-08-06,Season 7,Episode 4,The Spoils Of War,brienne,nods her head in agreement.
2017-08-06,Season 7,Episode 4,The Spoils Of War,brienne,"Move aside, Podrick."
2017-08-06,Season 7,Episode 4,The Spoils Of War,podrick,"backs away. ARYA draws her sword, Needle."
2017-08-06,Season 7,Episode 4,The Spoils Of War,brienne,"You can't use that, My Lady. It's too small."
2017-08-06,Season 7,Episode 4,The Spoils Of War,arya stark,I won't cut you. Don't worry.
2017-08-06,Season 7,Episode 4,The Spoils Of War,brienne,smirks and raises her sword to a fighting posture.
2017-08-06,Season 7,Episode 4,The Spoils Of War,brienne,I'll try not to.
2017-08-06,Season 7,Episode 4,The Spoils Of War,brienne,"strikes at ARYA who quickly sidesteps and parries the attack. BRIENNE attacks again and ARYA sidesteps, dodges multiple strikes and parries BRIENNE while smiling. ARYA strikes at BRIENNE and hits her hand causing BRIENNE to flinch and lose her two-handed grip on her sword. BRIENNE regains composure and starts to circle ARYA. BAELISH and SANSA are still watching from the upper balcony. ARYA is waiting for an attack with her sword behind her back. BRIENNE strikes and ARYA blocks her attacks, spins and stabs behind her back and hits BRIENNE in the knee causing BRIENNE's sword to strike the dirt. BRIENNE kicks ARYA in the stomach and sends ARYA to the ground. ARYA quickly gets back to her feet. BRIENNE overpowers ARYA and ARYA drops her sword on the ground. BRIENNE strikes again but ARYA dodges, draws her Valyrian dagger and puts it near BRIENNE's neck. BRIENNE and ARYA both stop fighting and sheathe their weapons smiling."
2017-08-06,Season 7,Episode 4,The Spoils Of War,brienne,Who taught you to do that?
2017-08-06,Season 7,Episode 4,The Spoils Of War,arya stark,No one.
2017-08-06,Season 7,Episode 4,The Spoils Of War,arya stark,collects her sword. SANSA walks away. BAELISH remains on the balcony staring at ARYA who looks up at him. BAELISH bows to ARYA and walks away.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jon snow,and DAVOS are walking along the paths outside of Dragonstone having a discussion.
2017-08-06,Season 7,Episode 4,The Spoils Of War,davos,What do you think of her?
2017-08-06,Season 7,Episode 4,The Spoils Of War,jon snow,Who?
2017-08-06,Season 7,Episode 4,The Spoils Of War,davos,sighs
2017-08-06,Season 7,Episode 4,The Spoils Of War,davos,I believe you know of whom I speak.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jon snow,I think she has a good heart.
2017-08-06,Season 7,Episode 4,The Spoils Of War,davos,A good heart? I've noticed you starring at that good heart.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jon snow,"There's no time for that. I saw the Night King, Davos. I looked into his eyes. How many men do we have in the north to fight him? 10,000? Less?"
2017-08-06,Season 7,Episode 4,The Spoils Of War,davos,Fewer.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jon snow,What?
2017-08-06,Season 7,Episode 4,The Spoils Of War,davos,and JON near the end of the path. MISSANDEI is standing along the path looking at the ocean.
2017-08-06,Season 7,Episode 4,The Spoils Of War,davos,"Speaking of good hearts, Missandei of Naarth."
2017-08-06,Season 7,Episode 4,The Spoils Of War,missandei,turns to looks at DAVOS and JON.
2017-08-06,Season 7,Episode 4,The Spoils Of War,missandei,"Ser Davos, Lord Snow."
2017-08-06,Season 7,Episode 4,The Spoils Of War,davos,"King Snow, isn't it? No? That doesn't sound right. King Jon?"
2017-08-06,Season 7,Episode 4,The Spoils Of War,jon snow,It doesn't matter.
2017-08-06,Season 7,Episode 4,The Spoils Of War,missandei,"Forgive me, but may I ask a question?"
2017-08-06,Season 7,Episode 4,The Spoils Of War,jon snow,Of course.
2017-08-06,Season 7,Episode 4,The Spoils Of War,missandei,"Your name is Jon Snow, but your father's name was Ned Stark?"
2017-08-06,Season 7,Episode 4,The Spoils Of War,jon snow,I'm a bastard. My mother and father weren't married.
2017-08-06,Season 7,Episode 4,The Spoils Of War,davos,Is the custom different in Naarth?
2017-08-06,Season 7,Episode 4,The Spoils Of War,missandei,We don't have marriage in Naarth so the concept of a bastard doesn't exist.
2017-08-06,Season 7,Episode 4,The Spoils Of War,davos,The sounds liberating.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jon snow,Why did you leave your homeland?
2017-08-06,Season 7,Episode 4,The Spoils Of War,missandei,I was stolen away by slavers.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jon snow,I'm sorry.
2017-08-06,Season 7,Episode 4,The Spoils Of War,davos,"If I may, how did a slave girl come to advise Daenerys Targaryen?"
2017-08-06,Season 7,Episode 4,The Spoils Of War,missandei,She bought me from my master and set me free.
2017-08-06,Season 7,Episode 4,The Spoils Of War,davos,"That was good of her. Of course you're serving her now, aren't you?"
2017-08-06,Season 7,Episode 4,The Spoils Of War,missandei,I serve my queen because I want to serve my queen. Because I believe in her.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jon snow,And if you wanted to sail home to Naarth tomorrow --
2017-08-06,Season 7,Episode 4,The Spoils Of War,missandei,Then she would give me a ship and wish me good fortune.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jon snow,You believe that?
2017-08-06,Season 7,Episode 4,The Spoils Of War,missandei,"I know it. All of us who came with her from Essos, we believe in her. She's not our queen because she's the daughter of some king we never knew. She's the queen we chose."
2017-08-06,Season 7,Episode 4,The Spoils Of War,davos,You'll forgive me if I switch sides.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jon snow,notices a single ship sailing into the bay. It has a kraken sigil. MISSANDEI turns to look.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jon snow,Is that a Greyjoy ship?
2017-08-06,Season 7,Episode 4,The Spoils Of War,theon greyjoy,"GREYJOY and other Iron Born are pulling their landing boat onto the beach wading through the surf. They pull the boat onto the sand. JON SNOW, MISSANDEI, DAVOS and Dothraki guards are waiting to meet them. JON sees THEON and both men freeze and stare at each other. JON steps forward towards THEON."
2017-08-06,Season 7,Episode 4,The Spoils Of War,theon greyjoy,Jon. I didn't know you were here.
2017-08-06,Season 7,Episode 4,The Spoils Of War,theon greyjoy,steps closer to JON.
2017-08-06,Season 7,Episode 4,The Spoils Of War,theon greyjoy,"Sansa, is she all right?"
2017-08-06,Season 7,Episode 4,The Spoils Of War,jon snow,grabs THEON by his shirt and pulls him face to face.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jon snow,What you did for her is the only reason I'm not killing you.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jon snow,releases THEON.
2017-08-06,Season 7,Episode 4,The Spoils Of War,davos,We heard your uncle attacked your fleet. We thought you were dead.
2017-08-06,Season 7,Episode 4,The Spoils Of War,theon greyjoy,I should be.
2017-08-06,Season 7,Episode 4,The Spoils Of War,davos,Your sister?
2017-08-06,Season 7,Episode 4,The Spoils Of War,theon greyjoy,Euron has her. I came to ask the queen to help get her back.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jon snow,The queen is gone.
2017-08-06,Season 7,Episode 4,The Spoils Of War,theon greyjoy,Where did she go?
2017-08-06,Season 7,Episode 4,The Spoils Of War,randyll,All of the gold is safely through the gates of King's Landing.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jaime lannister,Good.
2017-08-06,Season 7,Episode 4,The Spoils Of War,randyll,"We need to get the last of these wagons over the Blackwater Rush before nightfall. If the head of the line is ambushed, the tail will never be able to reinforce in time."
2017-08-06,Season 7,Episode 4,The Spoils Of War,jaime lannister,We are stretched a bit thin.
2017-08-06,Season 7,Episode 4,The Spoils Of War,randyll,"With your permission, flogging stragglers has a marked effect on mobility."
2017-08-06,Season 7,Episode 4,The Spoils Of War,jaime lannister,Let's give them fair warning first. These men fought well at Highgarden.
2017-08-06,Season 7,Episode 4,The Spoils Of War,randyll,"is clearly disappointed. He turns and rides off back to the line of soldiers. JAIME and BRONN exchange glances, then follow RANDYLL. BRONN and JAIME are riding through the ranks. DICKON TARLEY sees JAIME and starts a conversation."
2017-08-06,Season 7,Episode 4,The Spoils Of War,dickon,Ser Jaime.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jaime lannister,Rickon.
2017-08-06,Season 7,Episode 4,The Spoils Of War,dickon,Dickon.
2017-08-06,Season 7,Episode 4,The Spoils Of War,bronn,openly laughs in DICKON's face and looks at JAIME.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jaime lannister,I hear you fought bravely at Highgarden. Your first battle?
2017-08-06,Season 7,Episode 4,The Spoils Of War,dickon,nods his head in agreement.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jaime lannister,And?
2017-08-06,Season 7,Episode 4,The Spoils Of War,dickon,It was glorious.
2017-08-06,Season 7,Episode 4,The Spoils Of War,bronn,Come on. Your father's not here.
2017-08-06,Season 7,Episode 4,The Spoils Of War,dickon,All my life we've been pledged to House Tyrell. I knew some of those men. I hunted with them.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jaime lannister,They didn't deserve to die. But Lady Olenna chose to betray the queen and support the Targaryen girl. So here we are.
2017-08-06,Season 7,Episode 4,The Spoils Of War,dickon,I didn't expect it to smell like that.
2017-08-06,Season 7,Episode 4,The Spoils Of War,bronn,Men shit themselves when they die. Didn't they teach you that at fancy lad school?
2017-08-06,Season 7,Episode 4,The Spoils Of War,jaime lannister,looks over at BRONN
2017-08-06,Season 7,Episode 4,The Spoils Of War,bronn,"Well, I learned it when I was 5."
2017-08-06,Season 7,Episode 4,The Spoils Of War,bronn,pauses and strains to hear a noise far in the distance.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jaime lannister,What?
2017-08-06,Season 7,Episode 4,The Spoils Of War,bronn,Listen.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jaime lannister,Spears and shields! Spears and shields!
2017-08-06,Season 7,Episode 4,The Spoils Of War,jaime lannister,Spears and shields!
2017-08-06,Season 7,Episode 4,The Spoils Of War,bronn,In line now!
2017-08-06,Season 7,Episode 4,The Spoils Of War,randyll,is riding across the battlefield yelling orders to men.
2017-08-06,Season 7,Episode 4,The Spoils Of War,randyll,"Come on, lads. Not those wagons. Fall in line. Fall in line."
2017-08-06,Season 7,Episode 4,The Spoils Of War,dickon,draws his sword. RANDYLL is yelling orders to the men.
2017-08-06,Season 7,Episode 4,The Spoils Of War,randyll,Spears armed!
2017-08-06,Season 7,Episode 4,The Spoils Of War,bronn,Get back to King's Landing.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jaime lannister,I'm not abandoning my army.
2017-08-06,Season 7,Episode 4,The Spoils Of War,bronn,"You're a commander, not a damned infantryman. These fuckers are about to swamp us."
2017-08-06,Season 7,Episode 4,The Spoils Of War,jaime lannister,We can hold them off.
2017-08-06,Season 7,Episode 4,The Spoils Of War,daenerys targaryen,Dracarys!
2017-08-06,Season 7,Episode 4,The Spoils Of War,drogon,breathes fire into the first line of Lannister soldiers. The men burst into flames and start screaming. DICKON looks on in shock. A flanking group of Dothraki Screamers ride over the flames through the hole created by Drogon and start cutting men down. JAIME attempts to issue orders to the men.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jaime lannister,Hold the line!
2017-08-06,Season 7,Episode 4,The Spoils Of War,jaime lannister,Archers! Archers with me!
2017-08-06,Season 7,Episode 4,The Spoils Of War,jaime lannister,Knock!
2017-08-06,Season 7,Episode 4,The Spoils Of War,archers,Knock! Draw!
2017-08-06,Season 7,Episode 4,The Spoils Of War,drogon,loops around and is making a pass on JAIME and the archers. DAENERYS and DROGON are diving at the group of men.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jaime lannister,Loose!
2017-08-06,Season 7,Episode 4,The Spoils Of War,jaime lannister,Qyburn's scorpion is over there.
2017-08-06,Season 7,Episode 4,The Spoils Of War,bronn,Go get it then.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jaime lannister,I can't shoot with one hand.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jaime lannister,holds up his gold hand to illustrate his point.
2017-08-06,Season 7,Episode 4,The Spoils Of War,bronn,hesitates for a moment. He turns his horse and rides to man the artillery crossbow. JAIME draws his sword and rides into battle.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jaime lannister,Come on!
2017-08-06,Season 7,Episode 4,The Spoils Of War,bronn,Where are you?
2017-08-06,Season 7,Episode 4,The Spoils Of War,tyrion lannister,walks to the edge of the battlefield accompanied by Dothraki guards. He can see Lannisters being slaughtered. One of the Dothraki guards begin to speak.
2017-08-06,Season 7,Episode 4,The Spoils Of War,guard,Your people can't fight.
2017-08-06,Season 7,Episode 4,The Spoils Of War,tyrion lannister,is watching the mayhem. Men are screaming and engulfed in flames. Horses and carriages run wild with no driver. JAIME is still on the battlefield struggling against the horde. Burning Lannister men are taking off their helmets revealing melted faces. Men crawl to the river in search of relief from the dragonfire. DROGON and DAENERYS are flying over the river creating wake in the water. JAIME sees her approaching his position.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jaime lannister,Take cover!
2017-08-06,Season 7,Episode 4,The Spoils Of War,drogon,spits flames into the Lannister position. The men standing there are reduced to standing ash. The wind blows them away. BRONN is lining up DROGON in the sights of the crossbow. He reaches down and pulls the lever to fire. A bolt sails past DROGON and misses. BRONN reloads the machine. DROGON and DAENERYS circle around and dive on the crossbow. BRONN takes his time aiming his shot.
2017-08-06,Season 7,Episode 4,The Spoils Of War,bronn,Come on you fucker.
2017-08-06,Season 7,Episode 4,The Spoils Of War,daenerys targaryen,commands DROGON to fire at the crossbow.
2017-08-06,Season 7,Episode 4,The Spoils Of War,tyrion lannister,"Flee, you idiot!"
2017-08-06,Season 7,Episode 4,The Spoils Of War,jaime lannister,looks at DAENERYS and readies himself. He spurs his horse onward.
2017-08-06,Season 7,Episode 4,The Spoils Of War,jaime lannister,"Come on, boy. Come on!"
2017-08-06,Season 7,Episode 4,The Spoils Of War,jaime lannister,grabs the spear as he rides by and brings it up to position. JAIME's horse is galloping full speed on the edge of the river kicking up water. TYRION is watching JAIME's attempt to kill DAENERYS.
2017-08-06,Season 7,Episode 4,The Spoils Of War,tyrion lannister,You fucking idiot.
