Date,Fruit,Sale
2019-07-03,Apple,73
2019-07-14,Pear,57
2019-07-10,Apple,71
2019-09-06,Peach,61
2019-04-28,Peach,66
2019-10-26,Banana,65
2019-03-25,Peach,66
2019-09-25,Peach,79
2019-01-08,Pear,59
2019-10-24,Apple,58
2019-02-04,Peach,79
2019-02-11,Grape,78
2019-01-07,Peach,51
2019-08-22,Pear,57
2019-06-19,Pear,59
2019-03-20,Banana,62
2019-11-20,Banana,79
2019-09-14,Peach,63
2019-05-30,Peach,54
2019-07-14,Grape,57
2019-10-10,Apple,74
2019-01-27,Pear,59
2019-07-09,Pear,75
2019-09-13,Grape,63
2019-04-15,Banana,54
2019-02-25,Apple,68
2019-03-24,Peach,73
2019-06-21,Peach,77
2019-03-08,Pear,68
2019-09-10,Peach,55
2019-06-25,Pear,70
2019-10-07,Grape,50
2019-09-22,Grape,77
2019-11-01,Peach,66
2019-08-20,Banana,56
2019-04-14,Pear,78
2019-06-06,Apple,56
2019-03-24,Banana,52
2019-09-01,Pear,50
2019-02-05,Pear,79
2019-12-20,Peach,69
2019-06-25,Pear,73
2019-07-23,Grape,67
2019-03-23,Peach,63
2019-10-27,Apple,71
2019-10-19,Peach,71
2019-08-22,Apple,57
2019-04-04,Banana,52
2019-07-21,Grape,75
2019-05-30,Apple,62
2019-09-26,Pear,79
2019-08-18,Peach,53
2019-03-25,Grape,51
2019-08-18,Peach,76
2019-06-08,Banana,78
2019-07-31,Peach,71
2019-08-26,Banana,76
2019-03-08,Peach,66
2019-02-03,Peach,77
2019-08-30,Apple,73
2019-01-23,Pear,79
2019-05-21,Peach,62
2019-11-22,Apple,71
2019-11-10,Peach,73
2019-08-09,Grape,66
2019-11-23,Pear,79
2019-01-13,Banana,62
2019-08-10,Banana,69
2019-04-06,Peach,70
2019-10-19,Peach,65
2019-08-18,Grape,56
2019-01-29,Apple,52
2019-02-17,Peach,56
2019-11-13,Banana,55
2019-04-13,Banana,59
2019-03-22,Banana,76
2019-12-14,Banana,64
2019-03-11,Grape,72
2019-09-24,Grape,52
2019-02-06,Peach,75
2019-04-24,Banana,59
2019-08-05,Peach,62
2019-08-23,Apple,62
2019-09-01,Peach,52
2019-05-29,Apple,53
2019-11-15,Pear,62
2019-01-03,Apple,54
2019-11-08,Pear,78
2019-05-07,Apple,73
2019-10-08,Peach,69
2019-05-06,Grape,57
2019-06-22,Apple,72
2019-12-29,Grape,67
2019-02-04,Peach,74
2019-06-26,Banana,53
2019-04-02,Banana,51
2019-08-16,Banana,77
2019-07-05,Peach,69
2019-05-15,Peach,78
2019-08-29,Peach,58
2019-05-29,Pear,61
2019-10-02,Apple,76
2019-04-25,Peach,58
2019-10-16,Grape,62
2019-10-14,Pear,68
2019-06-17,Grape,55
2019-07-25,Peach,50
2019-06-05,Grape,54
2019-06-17,Apple,79
2019-12-21,Pear,54
2019-07-18,Banana,56
2019-07-26,Banana,75
2019-09-19,Peach,77
2019-03-03,Banana,70
2019-03-14,Pear,74
2019-11-26,Grape,52
2019-01-17,Peach,62
2019-08-20,Grape,54
2019-04-13,Grape,58
2019-12-24,Grape,56
2019-09-30,Peach,71
2019-07-24,Peach,60
2019-09-03,Apple,67
2019-10-14,Apple,69
2019-04-05,Grape,74
2019-07-08,Grape,61
2019-07-17,Pear,57
2019-04-17,Pear,66
2019-11-15,Peach,73
2019-04-07,Grape,76
2019-10-08,Banana,57
2019-12-21,Apple,65
2019-11-15,Banana,59
2019-09-24,Banana,70
2019-02-16,Pear,76
2019-08-16,Peach,60
2019-09-09,Peach,59
2019-06-04,Grape,69
2019-03-27,Pear,76
2019-09-19,Apple,62
2019-06-13,Grape,71
2019-12-20,Grape,54
2019-11-02,Peach,71
2019-06-24,Peach,50
2019-01-21,Peach,76
2019-01-05,Banana,63
2019-07-03,Pear,63
2019-12-30,Pear,56
2019-01-31,Peach,76
2019-06-22,Grape,59
2019-05-01,Grape,73
2019-02-26,Peach,78
2019-07-21,Apple,67
2019-07-19,Apple,65
2019-10-16,Grape,63
2019-12-29,Peach,56
2019-10-10,Grape,60
2019-11-17,Pear,55
2019-02-22,Grape,74
2019-12-29,Grape,74
2019-06-06,Peach,64
2019-01-01,Peach,67
2019-07-03,Pear,73
2019-04-05,Apple,74
2019-06-14,Peach,54
2019-01-07,Pear,63
2019-09-04,Peach,60
2019-06-04,Pear,79
2019-02-14,Pear,50
2019-11-03,Peach,61
2019-07-12,Apple,67
2019-05-30,Grape,64
2019-11-06,Pear,62
2019-02-04,Apple,79
2019-12-19,Grape,77
2019-10-02,Pear,76
2019-03-11,Peach,62
2019-12-08,Grape,76
2019-12-02,Peach,50
2019-01-16,Peach,66
2019-03-16,Grape,59
2019-11-14,Grape,62
2019-09-17,Apple,78
2019-01-25,Grape,52
2019-11-05,Apple,79
2019-11-22,Apple,69
2019-12-01,Banana,54
2019-10-19,Peach,58
2019-01-16,Peach,50
2019-10-13,Pear,59
2019-04-20,Peach,63
2019-10-18,Pear,76
2019-10-09,Pear,70
2019-05-03,Banana,68
2019-01-20,Banana,68
2019-04-21,Grape,71
2019-07-07,Peach,78
2019-09-12,Peach,79
2019-09-29,Pear,73
2019-08-03,Apple,56
2019-09-30,Pear,70
2019-10-27,Apple,77
2019-09-17,Apple,60
2019-07-01,Banana,69
2019-10-11,Apple,53
2019-07-02,Pear,54
2019-07-10,Pear,69
2019-01-05,Banana,74
2019-02-24,Pear,75
2019-07-25,Grape,75
2019-12-03,Pear,78
2019-08-15,Peach,65
2019-05-31,Pear,77
2019-03-09,Grape,65
2019-01-25,Banana,59
2019-09-07,Peach,53
2019-10-24,Banana,77
2019-02-06,Banana,71
2019-08-15,Pear,59
2019-12-09,Peach,65
2019-08-15,Pear,55
2019-03-08,Apple,65
2019-09-27,Pear,65
2019-08-21,Peach,66
2019-12-06,Apple,59
2019-08-31,Pear,74
2019-11-23,Peach,64
2019-04-16,Pear,62
2019-08-31,Peach,56
2019-10-12,Banana,79
2019-12-24,Pear,54
2019-05-08,Peach,54
2019-03-05,Banana,74
2019-08-25,Grape,76
2019-11-18,Pear,73
2019-06-02,Apple,66
2019-02-19,Grape,78
2019-06-27,Grape,59
2019-08-14,Apple,78
2019-02-08,Pear,76
2019-04-16,Peach,68
2019-02-05,Apple,58
2019-04-24,Pear,63
2019-05-05,Pear,74
2019-06-17,Peach,77
2019-11-04,Grape,52
2019-09-28,Grape,64
2019-10-02,Apple,62
2019-01-28,Peach,72
2019-04-24,Pear,53
2019-11-27,Apple,78
2019-12-13,Grape,76
2019-09-01,Grape,72
2019-02-02,Pear,63
2019-12-14,Peach,54
2019-02-27,Apple,64
2019-05-10,Grape,54
2019-12-24,Banana,70
2019-10-18,Apple,57
2019-07-01,Apple,52
2019-04-26,Grape,60
2019-05-21,Peach,64
2019-10-28,Apple,55
2019-02-14,Pear,74
2019-06-27,Pear,62
2019-02-01,Pear,50
2019-11-06,Pear,53
2019-10-29,Banana,70
2019-07-28,Grape,58
2019-09-06,Pear,77
2019-08-07,Grape,72
2019-09-07,Peach,63
2019-12-16,Banana,69
2019-12-18,Grape,65
2019-03-12,Peach,53
2019-11-04,Peach,59
2019-09-29,Grape,53
2019-05-19,Banana,50
2019-12-21,Peach,54
2019-11-28,Grape,78
2019-10-18,Peach,76
2019-10-13,Apple,52
2019-05-27,Pear,56
2019-01-22,Peach,52
2019-03-24,Banana,72
2019-04-16,Pear,52
2019-02-04,Peach,79
2019-08-24,Pear,65
2019-10-30,Apple,70
2019-06-16,Banana,64
2019-08-22,Apple,76
2019-12-11,Grape,74
2019-02-12,Apple,62
2019-08-05,Apple,57
2019-09-03,Peach,73
2019-01-18,Grape,66
2019-10-30,Peach,58
2019-12-02,Pear,69
2019-11-22,Peach,66
2019-12-24,Apple,56
2019-11-01,Banana,75
2019-11-07,Peach,60
2019-02-15,Pear,67
2019-05-31,Pear,53
2019-05-04,Peach,64
2019-06-18,Grape,63
2019-03-28,Peach,58
2019-07-24,Pear,77
2019-04-16,Pear,50
2019-07-01,Banana,50
2019-12-27,Pear,74
2019-11-13,Peach,63
2019-02-26,Peach,58
2019-08-05,Banana,66
2019-05-14,Grape,67
2019-02-01,Banana,73
2019-10-19,Banana,55
2019-07-02,Grape,53
2019-03-13,Apple,73
2019-04-16,Peach,60
2019-06-15,Grape,66
2019-07-10,Apple,63
2019-03-26,Pear,77
2019-03-22,Apple,54
2019-12-05,Grape,75
2019-03-06,Apple,72
2019-12-28,Grape,62
2019-06-09,Peach,54
2019-01-08,Apple,68
2019-11-07,Peach,67
2019-09-21,Grape,52
2019-12-17,Grape,60
2019-03-02,Peach,72
2019-07-14,Pear,54
2019-03-11,Peach,54
2019-02-08,Pear,57
2019-10-23,Apple,79
2019-11-08,Apple,60
2019-08-07,Banana,77
2019-10-10,Peach,76
2019-03-14,Grape,68
2019-05-30,Peach,78
2019-12-28,Grape,74
2019-08-13,Grape,79
2019-12-04,Peach,54
2019-05-20,Grape,74
2019-09-14,Peach,61
2019-09-19,Grape,61
2019-04-05,Pear,50
2019-03-07,Pear,68
2019-08-28,Peach,74
2019-07-20,Pear,75
2019-06-03,Pear,78
2019-11-29,Pear,78
2019-07-09,Grape,72
2019-06-30,Grape,57
2019-08-18,Peach,62
2019-09-27,Banana,76
2019-10-29,Grape,79
2019-05-04,Apple,71
2019-12-06,Peach,77
2019-07-03,Apple,50
2019-12-28,Pear,77
2019-07-26,Peach,52
2019-03-06,Peach,64
2019-07-31,Pear,78
2019-10-29,Pear,73
2019-04-26,Apple,50
2019-10-29,Pear,64
2019-08-22,Pear,75
2019-04-09,Peach,50
2019-03-29,Peach,56
2019-03-03,Grape,68
2019-07-29,Peach,77
2019-06-14,Peach,68
2019-01-19,Pear,64
2019-01-31,Peach,62
2019-02-14,Pear,64
2019-02-20,Apple,59
2019-06-09,Pear,62
2019-02-15,Grape,69
2019-11-18,Pear,77
2019-08-17,Apple,73
2019-02-28,Grape,74
2019-08-24,Peach,57
2019-10-05,Grape,75
2019-11-02,Peach,63
2019-04-28,Banana,78
2019-06-30,Grape,73
2019-01-13,Grape,67
2019-05-20,Peach,77
2019-08-15,Apple,74
2019-08-23,Peach,69
2019-07-13,Grape,57
2019-10-24,Grape,75
2019-10-25,Peach,56
2019-12-22,Banana,53
2019-05-30,Grape,51
2019-07-14,Peach,74
2019-08-28,Peach,64
2019-04-05,Banana,75
2019-06-07,Peach,58
2019-04-28,Grape,73
2019-02-24,Peach,58
2019-11-13,Grape,51
2019-03-19,Peach,55
2019-06-18,Grape,64
2019-01-14,Banana,58
2019-08-27,Apple,79
2019-12-08,Peach,55
2019-07-21,Banana,67
2019-11-22,Apple,72
2019-10-22,Apple,58
2019-08-09,Grape,73
2019-01-25,Peach,59
2019-08-24,Peach,79
2019-07-24,Apple,55
2019-10-25,Grape,74
2019-07-05,Peach,58
2019-01-12,Peach,73
2019-08-31,Pear,59
2019-09-13,Pear,63
2019-09-29,Banana,79
2019-02-14,Banana,69
2019-09-04,Banana,64
2019-01-10,Peach,70
2019-03-03,Peach,70
2019-08-22,Peach,52
2019-05-29,Banana,70
2019-01-16,Grape,60
2019-02-21,Grape,77
2019-10-14,Banana,56
2019-02-02,Apple,73
2019-03-17,Pear,66
2019-03-28,Peach,58
2019-03-02,Peach,53
2019-07-29,Peach,50
2019-10-24,Peach,68
2019-12-01,Peach,58
2019-05-28,Pear,55
2019-11-24,Apple,55
2019-04-21,Grape,64
2019-03-19,Pear,67
2019-09-28,Grape,71
2019-04-11,Peach,74
2019-12-13,Grape,59
2019-06-22,Apple,79
2019-05-02,Grape,58
2019-12-15,Peach,65
2019-05-18,Apple,70
2019-03-22,Peach,56
2019-06-02,Peach,72
2019-01-28,Peach,53
2019-07-11,Peach,66
2019-10-27,Apple,69
2019-08-28,Apple,60
2019-07-06,Peach,60
2019-08-28,Peach,59
2019-10-16,Pear,75
2019-03-18,Peach,69
2019-07-29,Grape,62
2019-06-01,Apple,67
2019-07-19,Grape,72
2019-10-09,Pear,64
2019-07-06,Pear,59
2019-07-22,Apple,74
2019-02-27,Pear,57
2019-10-02,Peach,61
2019-05-17,Apple,56
2019-11-11,Grape,77
2019-01-12,Banana,65
2019-12-30,Grape,61
2019-07-22,Banana,62
2019-05-23,Apple,51
2019-05-22,Peach,60
2019-01-22,Grape,52
2019-07-12,Peach,59
2019-10-30,Pear,57
2019-11-12,Peach,74
2019-06-20,Peach,76
2019-05-01,Grape,56
2019-08-27,Banana,60
2019-02-13,Banana,62
2019-01-14,Banana,72
2019-08-02,Apple,56
2019-06-02,Pear,71
2019-08-04,Peach,74
2019-02-12,Peach,60
2019-01-13,Apple,50
2019-12-02,Apple,75
2019-07-18,Banana,55
2019-04-21,Grape,65
2019-12-01,Grape,68
2019-01-03,Apple,72
2019-12-07,Apple,72
2019-12-21,Pear,54
2019-06-24,Peach,62
2019-12-14,Grape,57
2019-01-21,Pear,73
2019-11-04,Peach,60
2019-08-29,Banana,76
2019-10-06,Pear,72
2019-10-08,Peach,66
2019-11-05,Grape,73
2019-01-06,Peach,59
2019-08-19,Grape,68
2019-07-12,Grape,70
2019-09-12,Apple,59
2019-12-02,Grape,52
2019-01-20,Peach,55
2019-01-20,Peach,65
2019-09-06,Peach,58
2019-02-13,Banana,68
2019-04-20,Peach,62
2019-01-18,Apple,69
2019-08-25,Pear,55
2019-08-21,Banana,74
2019-07-05,Grape,68
2019-08-04,Grape,53
2019-04-30,Peach,78
2019-01-01,Pear,61
2019-02-28,Grape,76
2019-10-23,Apple,52
2019-10-30,Banana,77
2019-04-09,Peach,71
2019-12-19,Peach,68
2019-01-29,Grape,60
2019-01-05,Pear,70
2019-07-12,Banana,71
2019-10-08,Apple,71
2019-05-20,Apple,63
2019-08-06,Peach,75
2019-02-05,Apple,78
2019-08-10,Apple,75
2019-07-21,Peach,67
2019-11-16,Peach,61
2019-10-30,Grape,62
2019-02-14,Pear,64
2019-01-23,Pear,69
2019-02-23,Peach,58
2019-11-12,Peach,74
2019-04-02,Peach,55
2019-02-08,Pear,66
2019-02-06,Pear,52
2019-08-15,Peach,70
2019-07-02,Grape,78
2019-09-12,Peach,75
2019-03-08,Peach,61
2019-05-15,Pear,75
2019-09-11,Banana,60
2019-03-20,Apple,58
2019-05-13,Apple,63
2019-10-27,Peach,51
2019-10-13,Banana,75
2019-01-26,Peach,56
2019-04-05,Peach,65
2019-08-15,Apple,70
2019-04-23,Peach,62
2019-11-09,Apple,59
2019-10-23,Grape,77
2019-06-13,Pear,74
2019-12-08,Apple,70
2019-04-05,Grape,57
2019-12-18,Peach,79
2019-12-15,Pear,63
2019-04-27,Pear,58
2019-03-26,Apple,79
2019-10-12,Grape,67
2019-02-15,Peach,62
2019-12-12,Peach,52
2019-10-27,Apple,66
2019-04-26,Pear,67
2019-07-26,Apple,63
2019-10-06,Grape,61
2019-05-01,Grape,65
2019-05-19,Pear,59
2019-12-28,Apple,66
2019-10-22,Apple,57
2019-06-22,Pear,58
2019-06-29,Grape,55
2019-12-19,Banana,73
2019-07-15,Grape,55
2019-02-21,Apple,53
2019-07-07,Peach,112
2019-02-25,Banana,146
2019-11-14,Peach,113
2019-09-30,Peach,143
2019-10-19,Banana,110
2019-09-08,Peach,151
2019-12-27,Apple,71
2019-04-23,Grape,110
2019-03-13,Peach,142
2019-12-08,Grape,100
2019-10-10,Peach,85
2019-03-27,Banana,179
2019-02-25,Peach,123
2019-12-26,Peach,108
2019-01-09,Peach,118
2019-03-12,Peach,93
2019-11-04,Apple,185
2019-11-10,Pear,93
2019-12-08,Pear,152
2019-03-27,Peach,161
2019-03-11,Apple,158
2019-12-26,Pear,139
2019-06-21,Grape,86
2019-07-28,Grape,105
2019-01-08,Peach,153
2019-10-03,Grape,163
2019-02-17,Apple,182
2019-10-18,Apple,172
2019-09-20,Pear,109
2019-08-08,Grape,180
2019-12-25,Grape,191
2019-04-18,Grape,151
2019-07-29,Peach,105
2019-05-01,Pear,103
2019-07-02,Pear,99
2019-06-19,Apple,84
2019-04-23,Apple,120
2019-02-02,Banana,89
2019-07-15,Peach,158
2019-08-13,Pear,137
2019-02-13,Apple,117
2019-08-08,Peach,150
2019-05-03,Pear,102
2019-02-21,Pear,137
2019-02-11,Apple,88
2019-02-09,Peach,159
2019-05-26,Peach,87
2019-10-02,Pear,142
2019-09-03,Peach,92
2019-11-19,Pear,126
2019-06-22,Apple,186
2019-09-09,Apple,187
2019-01-24,Peach,79
2019-04-23,Peach,143
2019-03-07,Peach,174
2019-06-16,Peach,72
2019-12-22,Peach,192
2019-12-27,Apple,166
2019-12-09,Peach,152
2019-09-04,Pear,110
2019-06-17,Pear,103
2019-10-09,Grape,111
2019-07-20,Apple,169
2019-09-25,Grape,139
2019-01-19,Grape,151
2019-09-18,Grape,184
2019-12-28,Pear,192
2019-07-01,Apple,142
2019-02-01,Apple,104
2019-12-13,Pear,190
2019-03-20,Pear,81
2019-04-12,Peach,174
2019-10-29,Peach,102
2019-06-06,Pear,76
2019-05-11,Peach,114
2019-10-26,Peach,146
2019-08-05,Peach,71
2019-01-23,Grape,163
2019-07-24,Apple,76
2019-02-02,Apple,76
2019-05-18,Peach,84
2019-10-13,Grape,100
2019-09-28,Pear,152
2019-07-17,Peach,88
2019-04-25,Banana,155
2019-04-21,Apple,148
2019-03-24,Banana,119
2019-03-18,Peach,129
2019-08-31,Apple,99
2019-03-15,Peach,122
2019-04-28,Pear,84
2019-10-17,Grape,159
2019-02-22,Peach,143
2019-12-28,Pear,137
2019-01-10,Peach,111
2019-10-24,Pear,75
2019-05-06,Banana,177
2019-04-22,Apple,105
2019-11-21,Grape,136
2019-03-24,Grape,198
2019-09-08,Peach,178
2019-08-18,Banana,94
2019-09-09,Peach,104
2019-02-07,Pear,186
2019-07-16,Banana,154
2019-05-07,Apple,117
2019-05-08,Banana,142
2019-01-16,Grape,158
2019-11-19,Apple,173
2019-08-27,Banana,154
2019-12-12,Grape,99
2019-09-05,Peach,189
2019-08-17,Apple,183
2019-10-16,Peach,81
2019-07-06,Peach,131
2019-01-30,Peach,185
2019-08-08,Peach,136
2019-08-20,Peach,101
2019-07-10,Grape,168
2019-03-13,Peach,187
2019-04-10,Peach,147
2019-01-26,Peach,128
2019-06-05,Apple,126
2019-12-14,Peach,194
2019-01-12,Pear,108
2019-06-19,Grape,191
2019-11-20,Peach,117
2019-06-09,Apple,180
2019-11-21,Peach,141
2019-09-15,Apple,101
2019-06-13,Pear,72
2019-03-16,Grape,78
2019-09-14,Grape,93
2019-06-11,Pear,180
2019-10-02,Grape,165
2019-09-20,Peach,143
2019-10-15,Apple,195
2019-08-05,Apple,118
2019-01-09,Pear,153
2019-12-04,Grape,79
2019-05-13,Peach,152
2019-01-12,Peach,122
2019-04-02,Peach,116
2019-06-03,Banana,152
2019-10-20,Grape,158
2019-08-25,Apple,188
2019-11-13,Peach,137
2019-07-24,Grape,99
2019-12-07,Banana,186
2019-01-30,Peach,86
2019-01-16,Pear,170
2019-01-13,Grape,79
2019-05-03,Pear,162
2019-06-25,Apple,156
2019-12-25,Grape,167
2019-03-01,Peach,94
2019-05-24,Peach,197
2019-10-09,Grape,79
2019-12-16,Pear,158
2019-11-10,Peach,120
2019-12-11,Pear,112
2019-04-28,Banana,120
2019-03-29,Peach,71
2019-09-06,Peach,94
2019-08-09,Peach,77
2019-12-28,Banana,129
2019-11-29,Pear,130
2019-05-28,Banana,137
2019-06-30,Grape,148
2019-04-15,Grape,152
2019-04-14,Peach,169
2019-09-09,Grape,82
2019-07-25,Pear,122
2019-04-24,Pear,129
2019-02-21,Apple,192
2019-09-29,Grape,80
2019-02-04,Apple,152
2019-03-20,Peach,191
2019-12-24,Peach,170
2019-06-06,Pear,101
2019-10-18,Pear,125
2019-10-28,Apple,88
2019-12-20,Peach,167
2019-06-27,Grape,112
2019-10-08,Apple,156
2019-10-07,Pear,118
2019-02-01,Pear,108
2019-04-27,Grape,173
2019-03-23,Peach,100
2019-01-07,Peach,194
2019-06-27,Pear,95
2019-04-18,Grape,177
2019-09-29,Grape,93
2019-12-19,Peach,148
2019-05-20,Pear,188
2019-02-05,Peach,163
2019-10-05,Grape,121
2019-01-23,Peach,117
2019-02-25,Peach,133
2019-06-29,Grape,103
2019-06-19,Peach,186
2019-12-07,Apple,162
2019-12-23,Grape,142
2019-03-26,Grape,162
2019-04-11,Pear,178
2019-04-07,Grape,137
2019-04-17,Peach,92
2019-04-23,Grape,178
2019-10-16,Peach,138
2019-04-12,Banana,187
2019-09-03,Pear,124
2019-07-20,Apple,147
2019-04-10,Pear,140
2019-04-19,Apple,186
2019-01-29,Pear,135
2019-08-23,Grape,88
2019-04-27,Apple,130
2019-12-29,Apple,142
2019-09-13,Peach,139
2019-12-27,Banana,120
2019-06-09,Apple,75
2019-02-04,Banana,125
2019-11-12,Banana,86
2019-08-28,Grape,172
2019-09-22,Peach,119
2019-10-10,Peach,190
2019-07-03,Grape,95
2019-01-24,Peach,134
2019-04-02,Peach,73
2019-11-02,Apple,194
2019-04-08,Apple,153
2019-09-21,Pear,149
2019-02-04,Pear,97
2019-12-24,Apple,75
2019-07-09,Apple,86
2019-03-20,Peach,80
2019-08-29,Banana,87
2019-05-22,Peach,166
2019-04-29,Grape,91
2019-11-01,Pear,121
2019-09-01,Grape,143
2019-09-18,Apple,78
2019-01-30,Banana,199
2019-04-08,Pear,137
2019-02-18,Pear,198
2019-11-14,Grape,123
2019-09-01,Grape,118
2019-07-11,Peach,141
2019-08-01,Apple,97
2019-05-03,Peach,187
2019-04-23,Banana,110
2019-02-25,Grape,73
2019-06-17,Peach,117
2019-08-12,Peach,189
2019-10-22,Peach,93
2019-11-22,Peach,132
2019-08-01,Peach,172
2019-05-13,Banana,90
2019-04-01,Banana,73
2019-02-05,Peach,134
2019-02-18,Banana,137
2019-06-17,Apple,197
2019-07-01,Pear,133
2019-03-27,Peach,144
2019-02-19,Banana,180
2019-09-14,Peach,91
2019-02-28,Pear,119
2019-03-28,Peach,141
2019-03-13,Apple,113
2019-05-21,Apple,168
2019-09-02,Banana,86
2019-12-20,Grape,70
2019-07-13,Pear,198
2019-06-15,Pear,70
2019-04-24,Apple,175
2019-03-09,Peach,91
2019-08-24,Peach,114
2019-05-11,Banana,148
2019-03-07,Apple,79
2019-06-27,Grape,146
2019-04-08,Pear,109
2019-07-04,Peach,199
2019-01-21,Peach,157
2019-09-06,Banana,184
2019-05-06,Apple,100
2019-10-27,Peach,150
2019-01-01,Peach,127
2019-08-18,Grape,162
2019-02-02,Peach,95
2019-07-11,Pear,190
2019-04-29,Peach,176
2019-01-08,Banana,181
2019-03-05,Peach,89
2019-01-10,Grape,94
2019-11-10,Banana,169
2019-04-25,Pear,103
2019-11-04,Apple,87
2019-12-29,Banana,131
2019-12-15,Apple,130
2019-09-13,Peach,95
2019-11-13,Pear,136
2019-05-26,Peach,104
2019-07-19,Apple,74
2019-01-22,Pear,177
2019-09-05,Banana,89
2019-03-21,Grape,158
2019-09-18,Peach,141
2019-08-03,Banana,75
2019-11-09,Grape,124
2019-02-17,Peach,139
2019-12-27,Peach,168
2019-02-05,Grape,180
2019-03-18,Pear,176
2019-07-30,Apple,141
2019-11-10,Pear,141
2019-08-03,Grape,179
2019-12-05,Grape,114
2019-12-05,Pear,194
2019-12-30,Peach,113
2019-09-17,Peach,189
2019-08-12,Pear,110
2019-10-02,Grape,77
2019-07-20,Apple,117
2019-06-04,Peach,102
2019-12-07,Pear,84
2019-04-12,Banana,101
2019-09-03,Grape,158
2019-09-29,Banana,160
2019-03-25,Grape,130
2019-09-24,Pear,140
2019-08-02,Peach,111
2019-11-21,Peach,136
2019-04-18,Peach,90
2019-11-30,Pear,144
2019-10-27,Pear,133
2019-10-31,Grape,196
2019-01-31,Grape,138
2019-10-24,Grape,123
2019-12-01,Grape,81
2019-12-26,Apple,126
2019-08-11,Banana,112
2019-05-17,Banana,165
2019-07-27,Pear,191
2019-11-06,Grape,127
2019-03-29,Peach,156
2019-03-19,Grape,170
2019-09-15,Apple,80
2019-02-09,Apple,132
2019-07-06,Peach,197
2019-01-10,Pear,156
2019-05-17,Peach,143
2019-04-04,Peach,113
2019-12-28,Peach,172
2019-02-28,Peach,168
2019-12-21,Grape,154
2019-04-13,Grape,105
2019-08-31,Apple,93
2019-06-18,Apple,148
2019-08-29,Peach,155
2019-01-15,Peach,109
2019-12-09,Apple,123
2019-02-06,Peach,148
2019-04-08,Grape,99
2019-08-30,Grape,97
2019-08-27,Apple,177
2019-01-31,Grape,136
2019-06-05,Grape,166
2019-10-30,Apple,193
2019-10-08,Apple,189
2019-10-15,Peach,148
2019-10-15,Grape,157
2019-09-02,Grape,96
2019-01-22,Apple,118
2019-02-28,Pear,188
2019-07-02,Peach,76
2019-05-16,Pear,190
2019-09-28,Pear,176
2019-06-20,Banana,77
2019-06-14,Pear,151
2019-07-25,Apple,172
2019-01-11,Pear,83
2019-10-05,Peach,136
2019-06-03,Peach,130
2019-01-01,Grape,178
2019-12-15,Grape,119
2019-04-30,Grape,142
2019-02-26,Grape,158
2019-01-25,Peach,156
2019-09-25,Banana,110
2019-01-23,Apple,91
2019-03-15,Peach,154
2019-12-06,Pear,135
2019-05-19,Grape,115
2019-07-16,Peach,160
2019-01-28,Banana,138
2019-05-08,Pear,185
2019-11-24,Grape,87
2019-12-10,Peach,162
2019-10-03,Pear,187
2019-06-04,Peach,77
2019-04-30,Pear,169
2019-11-08,Banana,171
2019-07-10,Banana,193
2019-01-13,Grape,117
2019-12-15,Peach,150
2019-04-08,Apple,99
2019-05-04,Pear,71
2019-04-01,Grape,177
2019-08-10,Pear,158
2019-09-14,Grape,175
2019-04-25,Apple,136
2019-02-26,Pear,74
2019-03-09,Grape,178
2019-05-04,Peach,146
2019-12-27,Grape,111
2019-02-01,Peach,154
2019-08-28,Peach,113
2019-04-10,Banana,87
2019-07-16,Banana,156
2019-07-13,Banana,162
2019-08-24,Peach,99
2019-12-15,Pear,90
2019-05-22,Peach,77
2019-10-24,Grape,87
2019-08-27,Peach,162
2019-11-24,Pear,197
2019-11-19,Pear,75
2019-09-10,Peach,72
2019-03-17,Peach,154
2019-03-09,Grape,81
2019-03-20,Banana,191
2019-10-04,Grape,151
2019-01-26,Pear,164
2019-06-30,Peach,154
2019-07-29,Peach,87
2019-04-18,Pear,96
2019-01-22,Peach,170
2019-08-06,Peach,137
2019-09-13,Pear,82
2019-10-08,Banana,192
2019-11-05,Banana,141
2019-01-12,Apple,70
2019-10-01,Peach,96
2019-08-07,Grape,92
2019-04-21,Pear,111
2019-11-03,Apple,199
2019-01-18,Peach,143
2019-02-22,Pear,71
2019-01-15,Banana,113
2019-10-22,Apple,132
2019-07-04,Grape,74
2019-12-23,Pear,122
2019-07-27,Pear,181
2019-04-16,Banana,164
2019-01-21,Pear,85
2019-02-05,Apple,131
2019-11-21,Apple,99
2019-02-02,Peach,174
2019-10-17,Pear,89
2019-01-09,Peach,83
2019-03-21,Pear,133
2019-04-13,Banana,171
2019-02-17,Pear,109
2019-06-08,Pear,108
2019-01-12,Peach,125
2019-11-17,Grape,136
2019-07-13,Grape,106
2019-01-01,Pear,103
2019-12-13,Apple,174
2019-06-17,Grape,124
2019-05-18,Banana,106
2019-05-09,Grape,127
2019-02-08,Peach,155
2019-02-08,Grape,157
2019-02-06,Grape,125
2019-07-21,Peach,130
2019-08-14,Pear,168
2019-01-29,Apple,130
2019-09-29,Grape,139
2019-09-02,Pear,102
2019-01-23,Peach,119
2019-07-26,Banana,79
2019-12-13,Pear,79
2019-07-02,Peach,197
2019-01-16,Apple,136
2019-06-02,Pear,190
2019-02-28,Peach,151
2019-12-19,Peach,145
2019-04-11,Peach,195
2019-04-26,Banana,132
2019-09-03,Peach,125
2019-03-09,Apple,142
2019-12-07,Apple,175
